ij,wij
24, 0.078650
10, -0.759288
11, -0.090145
12, 0.161220
13, -0.331521
14, -0.125357
15, -0.050903
16, -0.169842
17, 0.431604
18, 0.363201
19, 0.716579
20, -0.363168
21, -0.551784
22, -1.162696
23, -1.245888
24, 0.078716
10, -0.759681
11, -0.090144
12, 0.161332
13, -0.331528
14, -0.125260
15, -0.051311
16, -0.169841
17, 0.431720
18, 0.363194
19, 0.716680
20, -0.363824
21, -0.551782
22, -1.162509
23, -1.245899
24, 0.078879
10, -0.760556
11, -0.090152
12, 0.161332
13, -0.331687
14, -0.125248
15, -0.051035
16, -0.169838
17, 0.431719
18, 0.363244
19, 0.716676
20, -0.362237
21, -0.551768
22, -1.162510
23, -1.245611
24, 0.078859
10, -0.760938
11, -0.090134
12, 0.162327
13, -0.331764
14, -0.125218
15, -0.051589
16, -0.169813
17, 0.433161
18, 0.363133
19, 0.716720
20, -0.362706
21, -0.551746
22, -1.161292
23, -1.245705
24, 0.078896
10, -0.761168
11, -0.090129
12, 0.162839
13, -0.331785
14, -0.125176
15, -0.051870
16, -0.169806
17, 0.433786
18, 0.363107
19, 0.716771
20, -0.362997
21, -0.551739
22, -1.160645
23, -1.245732
24, 0.078949
10, -0.761655
11, -0.090155
12, 0.163046
13, -0.331925
14, -0.125172
15, -0.051917
16, -0.169808
17, 0.433806
18, 0.363093
19, 0.716772
20, -0.361956
21, -0.551682
22, -1.161087
23, -1.245433
24, 0.078941
10, -0.761968
11, -0.090137
12, 0.164219
13, -0.331992
14, -0.125079
15, -0.052187
16, -0.169792
17, 0.434820
18, 0.363035
19, 0.716852
20, -0.362247
21, -0.551664
22, -1.159996
23, -1.245495
24, 0.079027
10, -0.762676
11, -0.090136
12, 0.164688
13, -0.332033
14, -0.125006
15, -0.053078
16, -0.169791
17, 0.435410
18, 0.362984
19, 0.716944
20, -0.363313
21, -0.551663
22, -1.159290
23, -1.245557
24, 0.079137
10, -0.760202
11, -0.090025
12, 0.163895
13, -0.331486
14, -0.125033
15, -0.054974
16, -0.169877
17, 0.436017
18, 0.362564
19, 0.716964
20, -0.360862
21, -0.551553
22, -1.160075
23, -1.245015
24, 0.079111
10, -0.760319
11, -0.090011
12, 0.165210
13, -0.331525
14, -0.125001
15, -0.055103
16, -0.169861
17, 0.437478
18, 0.362520
19, 0.717000
20, -0.360972
21, -0.551540
22, -1.158829
23, -1.245052
24, 0.079141
10, -0.760662
11, -0.090007
12, 0.166816
13, -0.331629
14, -0.124981
15, -0.055620
16, -0.169856
17, 0.439889
18, 0.362363
19, 0.717029
20, -0.361364
21, -0.551536
22, -1.157001
23, -1.245171
24, 0.079163
10, -0.759776
11, -0.089972
12, 0.166499
13, -0.331392
14, -0.124988
15, -0.052177
16, -0.169718
17, 0.438660
18, 0.363287
19, 0.717001
20, -0.358379
21, -0.551417
22, -1.158066
23, -1.244370
24, 0.079139
10, -0.759924
11, -0.089960
12, 0.169010
13, -0.331504
14, -0.124959
15, -0.052346
16, -0.169705
17, 0.441520
18, 0.363159
19, 0.717034
20, -0.358497
21, -0.551407
22, -1.156053
23, -1.244460
24, 0.079162
10, -0.760130
11, -0.089957
12, 0.169423
13, -0.331517
14, -0.124837
15, -0.052513
16, -0.169703
17, 0.441856
18, 0.363148
19, 0.717134
20, -0.358729
21, -0.551404
22, -1.155588
23, -1.244475
24, 0.079301
10, -0.754363
11, -0.089719
12, 0.168223
13, -0.329567
14, -0.124899
15, -0.047251
16, -0.169485
17, 0.440761
18, 0.364927
19, 0.717077
20, -0.358276
21, -0.551385
22, -1.155682
23, -1.244322
24, 0.079296
10, -0.754558
11, -0.089704
12, 0.169411
13, -0.329613
14, -0.124851
15, -0.047460
16, -0.169469
17, 0.442034
18, 0.364878
19, 0.717129
20, -0.358469
21, -0.551370
22, -1.154507
23, -1.244367
24, 0.079343
10, -0.755034
11, -0.089701
12, 0.169698
13, -0.329629
14, -0.124715
15, -0.047891
16, -0.169467
17, 0.442295
18, 0.364864
19, 0.717252
20, -0.359133
21, -0.551367
22, -1.154106
23, -1.244389
24, 0.079533
10, -0.755075
11, -0.089647
12, 0.169305
13, -0.329534
14, -0.124708
15, -0.047867
16, -0.169499
17, 0.442533
18, 0.364807
19, 0.717248
20, -0.359098
21, -0.551412
22, -1.153776
23, -1.244469
24, 0.079527
10, -0.755227
11, -0.089631
12, 0.172689
13, -0.329748
14, -0.124686
15, -0.048048
16, -0.169480
17, 0.446591
18, 0.364550
19, 0.717275
20, -0.359206
21, -0.551401
22, -1.151382
23, -1.244620
24, 0.079543
10, -0.755278
11, -0.089625
12, 0.173337
13, -0.329756
14, -0.124657
15, -0.048104
16, -0.169473
17, 0.447293
18, 0.364541
19, 0.717305
20, -0.359259
21, -0.551394
22, -1.150705
23, -1.244628
24, 0.079573
10, -0.756016
11, -0.089682
12, 0.173580
13, -0.329926
14, -0.124653
15, -0.049191
16, -0.169558
17, 0.447651
18, 0.364291
19, 0.717312
20, -0.358292
21, -0.551319
22, -1.151024
23, -1.244406
24, 0.079566
10, -0.756355
11, -0.089671
12, 0.174393
13, -0.329972
14, -0.124620
15, -0.049657
16, -0.169543
17, 0.448766
18, 0.364228
19, 0.717357
20, -0.358732
21, -0.551305
22, -1.149971
23, -1.244465
24, 0.079608
10, -0.756859
11, -0.089688
12, 0.179371
13, -0.330398
14, -0.124474
15, -0.050087
16, -0.169557
17, 0.453020
18, 0.363863
19, 0.717482
20, -0.359053
21, -0.551316
22, -1.146796
23, -1.244737
24, 0.079701
10, -0.756003
11, -0.089601
12, 0.178965
13, -0.330111
14, -0.124474
15, -0.049183
16, -0.169465
17, 0.452591
18, 0.364166
19, 0.717481
20, -0.359636
21, -0.551375
22, -1.146520
23, -1.244932
24, 0.079702
10, -0.756117
11, -0.089595
12, 0.179198
13, -0.330116
14, -0.124456
15, -0.049345
16, -0.169457
17, 0.452922
18, 0.364159
19, 0.717507
20, -0.359814
21, -0.551366
22, -1.146155
23, -1.244940
24, 0.079730
10, -0.756203
11, -0.089585
12, 0.180652
13, -0.330141
14, -0.124396
15, -0.049426
16, -0.169448
17, 0.454282
18, 0.364136
19, 0.717563
20, -0.359891
21, -0.551357
22, -1.144867
23, -1.244962
24, 0.079783
10, -0.757005
11, -0.089585
12, 0.180667
13, -0.330241
14, -0.124383
15, -0.051965
16, -0.169446
17, 0.454329
18, 0.363819
19, 0.717603
20, -0.357853
21, -0.551359
22, -1.144905
23, -1.244707
24, 0.079751
10, -0.757213
11, -0.089576
12, 0.181493
13, -0.330272
14, -0.124371
15, -0.052310
16, -0.169432
17, 0.455704
18, 0.363767
19, 0.717623
20, -0.358142
21, -0.551347
22, -1.143754
23, -1.244750
24, 0.079768
10, -0.757377
11, -0.089569
12, 0.181773
13, -0.330279
14, -0.124294
15, -0.052469
16, -0.169425
17, 0.455974
18, 0.363761
19, 0.717698
20, -0.358354
21, -0.551337
22, -1.143393
23, -1.244759
24, 0.079868
10, -0.754965
11, -0.089527
12, 0.181705
13, -0.329697
14, -0.124326
15, -0.051454
16, -0.169407
17, 0.455945
18, 0.364006
19, 0.717684
20, -0.359613
21, -0.551359
22, -1.143358
23, -1.245063
24, 0.079884
10, -0.755058
11, -0.089514
12, 0.182914
13, -0.329717
14, -0.124209
15, -0.051515
16, -0.169398
17, 0.456738
18, 0.363992
19, 0.717761
20, -0.359689
21, -0.551349
22, -1.142377
23, -1.245079
24, 0.079979
10, -0.755173
11, -0.089503
12, 0.183551
13, -0.329728
14, -0.124136
15, -0.051621
16, -0.169388
17, 0.457329
18, 0.363982
19, 0.717829
20, -0.359812
21, -0.551337
22, -1.141695
23, -1.245091
24, 0.080057
10, -0.751109
11, -0.089300
12, 0.182779
13, -0.329332
14, -0.124184
15, -0.056672
16, -0.169641
17, 0.458288
18, 0.363490
19, 0.717889
20, -0.354670
21, -0.551080
22, -1.142672
23, -1.244590
24, 0.079997
10, -0.751278
11, -0.089294
12, 0.186507
13, -0.329579
14, -0.124153
15, -0.056853
16, -0.169635
17, 0.462274
18, 0.363226
19, 0.717921
20, -0.354779
21, -0.551076
22, -1.140261
23, -1.244750
24, 0.080016
10, -0.751392
11, -0.089285
12, 0.190765
13, -0.329692
14, -0.124076
15, -0.056951
16, -0.169627
17, 0.465907
18, 0.363130
19, 0.717987
20, -0.354855
21, -0.551070
22, -1.137448
23, -1.244825
24, 0.080067
10, -0.752135
11, -0.089329
12, 0.190956
13, -0.329839
14, -0.124073
15, -0.058598
16, -0.169726
17, 0.466330
18, 0.362805
19, 0.717993
20, -0.352955
21, -0.550956
22, -1.137937
23, -1.244451
24, 0.080061
10, -0.752469
11, -0.089333
12, 0.192300
13, -0.329896
14, -0.123991
15, -0.058870
16, -0.169729
17, 0.467425
18, 0.362759
19, 0.718060
20, -0.353272
21, -0.550960
22, -1.136661
23, -1.244505
24, 0.080138
10, -0.752646
11, -0.089341
12, 0.197375
13, -0.330062
14, -0.123810
15, -0.058986
16, -0.169734
17, 0.470754
18, 0.362650
19, 0.718179
20, -0.353373
21, -0.550965
22, -1.133740
23, -1.244601
24, 0.080243
10, -0.752619
11, -0.089340
12, 0.197369
13, -0.330057
14, -0.123810
15, -0.060609
16, -0.169819
17, 0.471161
18, 0.362347
19, 0.718186
20, -0.350456
21, -0.550813
22, -1.134472
23, -1.244057
24, 0.080230
10, -0.752907
11, -0.089339
12, 0.197953
13, -0.330077
14, -0.123764
15, -0.060916
16, -0.169818
17, 0.471786
18, 0.362326
19, 0.718235
20, -0.350835
21, -0.550812
22, -1.133700
23, -1.244083
24, 0.080291
10, -0.753650
11, -0.089346
12, 0.200879
13, -0.330329
14, -0.123705
15, -0.061799
16, -0.169827
17, 0.475262
18, 0.362027
19, 0.718305
20, -0.351539
21, -0.550819
22, -1.130931
23, -1.244322
24, 0.080346
10, -0.751877
11, -0.089311
12, 0.200656
13, -0.329965
14, -0.123723
15, -0.064428
16, -0.169879
17, 0.475593
18, 0.361487
19, 0.718332
20, -0.350134
21, -0.550791
22, -1.131108
23, -1.244034
24, 0.080332
10, -0.752093
11, -0.089307
12, 0.201262
13, -0.329983
14, -0.123715
15, -0.064832
16, -0.169872
17, 0.476722
18, 0.361453
19, 0.718346
20, -0.350499
21, -0.550785
22, -1.130089
23, -1.244064
24, 0.080345
10, -0.752559
11, -0.089303
12, 0.203349
13, -0.330109
14, -0.123701
15, -0.065600
16, -0.169865
17, 0.480165
18, 0.361246
19, 0.718371
20, -0.351066
21, -0.550780
22, -1.127543
23, -1.244217
24, 0.080363
10, -0.752751
11, -0.089308
12, 0.203378
13, -0.330152
14, -0.123700
15, -0.060889
16, -0.169742
17, 0.479438
18, 0.362315
19, 0.718346
20, -0.347104
21, -0.550676
22, -1.128154
23, -1.243319
24, 0.080342
10, -0.752879
11, -0.089303
12, 0.204208
13, -0.330165
14, -0.123636
15, -0.060995
16, -0.169738
17, 0.480123
18, 0.362304
19, 0.718398
20, -0.347238
21, -0.550671
22, -1.127291
23, -1.243332
24, 0.080408
10, -0.753336
11, -0.089295
12, 0.205105
13, -0.330200
14, -0.123566
15, -0.061490
16, -0.169729
17, 0.481096
18, 0.362266
19, 0.718474
20, -0.347812
21, -0.550661
22, -1.126164
23, -1.243376
24, 0.080496
10, -0.753478
11, -0.089301
12, 0.205124
13, -0.330215
14, -0.123565
15, -0.065415
16, -0.169911
17, 0.481629
18, 0.361844
19, 0.718490
20, -0.342558
21, -0.550417
22, -1.126877
23, -1.242811
24, 0.080474
10, -0.753637
11, -0.089298
12, 0.207119
13, -0.330270
14, -0.123552
15, -0.065631
16, -0.169907
17, 0.484332
18, 0.361770
19, 0.718508
20, -0.342724
21, -0.550414
22, -1.124797
23, -1.242868
24, 0.080488
10, -0.753688
11, -0.089289
12, 0.208006
13, -0.330276
14, -0.123483
15, -0.065672
16, -0.169900
17, 0.485037
18, 0.361765
19, 0.718563
20, -0.342772
21, -0.550406
22, -1.123963
23, -1.242874
24, 0.080553
10, -0.754615
11, -0.089380
12, 0.208506
13, -0.330588
14, -0.123491
15, -0.065135
16, -0.169847
17, 0.484747
18, 0.361946
19, 0.718568
20, -0.341801
21, -0.550311
22, -1.124487
23, -1.242547
24, 0.080562
10, -0.755217
11, -0.089400
12, 0.210231
13, -0.330704
14, -0.123427
15, -0.065682
16, -0.169866
17, 0.486315
18, 0.361841
19, 0.718626
20, -0.342393
21, -0.550331
22, -1.122790
23, -1.242661
24, 0.080624
10, -0.755360
11, -0.089394
12, 0.210924
13, -0.330716
14, -0.123414
15, -0.065889
16, -0.169857
17, 0.487320
18, 0.361823
19, 0.718645
20, -0.342588
21, -0.550322
22, -1.121844
23, -1.242677
24, 0.080642
10, -0.750978
11, -0.089251
12, 0.210030
13, -0.329460
14, -0.123446
15, -0.062744
16, -0.169754
17, 0.486678
18, 0.362725
19, 0.718622
20, -0.341410
21, -0.550284
22, -1.122084
23, -1.242340
24, 0.080634
10, -0.751063
11, -0.089249
12, 0.211529
13, -0.329476
14, -0.123361
15, -0.062801
16, -0.169753
17, 0.487680
18, 0.362714
19, 0.718678
20, -0.341481
21, -0.550282
22, -1.120845
23, -1.242353
24, 0.080704
10, -0.751406
11, -0.089244
12, 0.216293
13, -0.329718
14, -0.123284
15, -0.063125
16, -0.169748
17, 0.492175
18, 0.362485
19, 0.718752
20, -0.341724
21, -0.550279
22, -1.117464
23, -1.242525
24, 0.080759
10, -0.742771
11, -0.088903
12, 0.213637
13, -0.327383
14, -0.123384
15, -0.060043
16, -0.169627
17, 0.491227
18, 0.363319
19, 0.718716
20, -0.336994
21, -0.550092
22, -1.118919
23, -1.241246
24, 0.080704
10, -0.742841
11, -0.088898
12, 0.213940
13, -0.327385
14, -0.123351
15, -0.060113
16, -0.169622
17, 0.491532
18, 0.363317
19, 0.718749
20, -0.337086
21, -0.550085
22, -1.118518
23, -1.241249
24, 0.080748
10, -0.743989
11, -0.088897
12, 0.217974
13, -0.327816
14, -0.123311
15, -0.061789
16, -0.169620
17, 0.497423
18, 0.362688
19, 0.718808
20, -0.338244
21, -0.550084
22, -1.114447
23, -1.241683
24, 0.080788
10, -0.738250
11, -0.088743
12, 0.216963
13, -0.326927
14, -0.123375
15, -0.065763
16, -0.169727
17, 0.498123
18, 0.362073
19, 0.718852
20, -0.332789
21, -0.549937
22, -1.115408
23, -1.240838
24, 0.080727
10, -0.738309
11, -0.088736
12, 0.217502
13, -0.326930
14, -0.123342
15, -0.065819
16, -0.169721
17, 0.498631
18, 0.362070
19, 0.718884
20, -0.332858
21, -0.549930
22, -1.114782
23, -1.240842
24, 0.080766
10, -0.738369
11, -0.088725
12, 0.217968
13, -0.326932
14, -0.123184
15, -0.065856
16, -0.169714
17, 0.498914
18, 0.362069
19, 0.718980
20, -0.332918
21, -0.549919
22, -1.114313
23, -1.240844
24, 0.080925
10, -0.738422
11, -0.088754
12, 0.218170
13, -0.326990
14, -0.123186
15, -0.065953
16, -0.169767
17, 0.499283
18, 0.361964
19, 0.718975
20, -0.332886
21, -0.549901
22, -1.114436
23, -1.240809
24, 0.080926
10, -0.738563
11, -0.088750
12, 0.218400
13, -0.326993
14, -0.123178
15, -0.066204
16, -0.169760
17, 0.499692
18, 0.361958
19, 0.718990
20, -0.333163
21, -0.549894
22, -1.113984
23, -1.240815
24, 0.080942
10, -0.738880
11, -0.088736
12, 0.220723
13, -0.327053
14, -0.123150
15, -0.066612
16, -0.169742
17, 0.502692
18, 0.361880
19, 0.719026
20, -0.333510
21, -0.549878
22, -1.111442
23, -1.240881
24, 0.080973
10, -0.739082
11, -0.088797
12, 0.220960
13, -0.327160
14, -0.123154
15, -0.066831
16, -0.169807
17, 0.502948
18, 0.361765
19, 0.719022
20, -0.333340
21, -0.549828
22, -1.111640
23, -1.240792
24, 0.080976
10, -0.739164
11, -0.088790
12, 0.222093
13, -0.327170
14, -0.123089
15, -0.066890
16, -0.169802
17, 0.503769
18, 0.361758
19, 0.719069
20, -0.333416
21, -0.549822
22, -1.110593
23, -1.240801
24, 0.081036
10, -0.739318
11, -0.088773
12, 0.227878
13, -0.327301
14, -0.123002
15, -0.067015
16, -0.169788
17, 0.508481
18, 0.361651
19, 0.719140
20, -0.333515
21, -0.549811
22, -1.106880
23, -1.240885
24, 0.081092
10, -0.736254
11, -0.088723
12, 0.227518
13, -0.326881
14, -0.123028
15, -0.072305
16, -0.169874
17, 0.509101
18, 0.360926
19, 0.719187
20, -0.330007
21, -0.549753
22, -1.107292
23, -1.240404
24, 0.081061
10, -0.736280
11, -0.088718
12, 0.228534
13, -0.326884
14, -0.123018
15, -0.072334
16, -0.169870
17, 0.510244
18, 0.360923
19, 0.719198
20, -0.330035
21, -0.549749
22, -1.106172
23, -1.240407
24, 0.081072
10, -0.736754
11, -0.088702
12, 0.230662
13, -0.326944
14, -0.122963
15, -0.072855
16, -0.169851
17, 0.512582
18, 0.360857
19, 0.719259
20, -0.330556
21, -0.549731
22, -1.103838
23, -1.240474
24, 0.081133
10, -0.730778
11, -0.088383
12, 0.228528
13, -0.325823
14, -0.122983
15, -0.077699
16, -0.170110
17, 0.514312
18, 0.359948
19, 0.719275
20, -0.327625
21, -0.549574
22, -1.104885
23, -1.239923
24, 0.081123
10, -0.730970
11, -0.088380
12, 0.230333
13, -0.325859
14, -0.122956
15, -0.077897
16, -0.170107
17, 0.516173
18, 0.359911
19, 0.719303
20, -0.327815
21, -0.549572
22, -1.103096
23, -1.239959
24, 0.081150
10, -0.731355
11, -0.088371
12, 0.230883
13, -0.325870
14, -0.122924
15, -0.078405
16, -0.170094
17, 0.516900
18, 0.359895
19, 0.719344
20, -0.328423
21, -0.549557
22, -1.102224
23, -1.239978
24, 0.081200
10, -0.730609
11, -0.088321
12, 0.230515
13, -0.325640
14, -0.122921
15, -0.078643
16, -0.170110
17, 0.517018
18, 0.359822
19, 0.719343
20, -0.328456
21, -0.549559
22, -1.102208
23, -1.239988
24, 0.081199
10, -0.730709
11, -0.088323
12, 0.234131
13, -0.325757
14, -0.122906
15, -0.078748
16, -0.170113
17, 0.520823
18, 0.359699
19, 0.719359
20, -0.328525
21, -0.549560
22, -1.099726
23, -1.240068
24, 0.081209
10, -0.730860
11, -0.088310
12, 0.236245
13, -0.325774
14, -0.122754
15, -0.078836
16, -0.170105
17, 0.522056
18, 0.359689
19, 0.719448
20, -0.328649
21, -0.549550
22, -1.097989
23, -1.240082
24, 0.081335
10, -0.725629
11, -0.088142
12, 0.234932
13, -0.324385
14, -0.122764
15, -0.071190
16, -0.169859
17, 0.520136
18, 0.361720
19, 0.719433
20, -0.324041
21, -0.549402
22, -1.099146
23, -1.238858
24, 0.081326
10, -0.725763
11, -0.088153
12, 0.238878
13, -0.324517
14, -0.122703
15, -0.071285
16, -0.169867
17, 0.522930
18, 0.361627
19, 0.719476
20, -0.324115
21, -0.549408
22, -1.096977
23, -1.238931
24, 0.081360
10, -0.726187
11, -0.088140
12, 0.240529
13, -0.324553
14, -0.122677
15, -0.071873
16, -0.169850
17, 0.525222
18, 0.361576
19, 0.719512
20, -0.324672
21, -0.549391
22, -1.094808
23, -1.238978
24, 0.081394
10, -0.718520
11, -0.087888
12, 0.238285
13, -0.322522
14, -0.122734
15, -0.068477
16, -0.169738
17, 0.524229
18, 0.362476
19, 0.719487
20, -0.320853
21, -0.549266
22, -1.095925
23, -1.237967
24, 0.081365
10, -0.718587
11, -0.087886
12, 0.240168
13, -0.322532
14, -0.122629
15, -0.068512
16, -0.169737
17, 0.525203
18, 0.362471
19, 0.719541
20, -0.320903
21, -0.549264
22, -1.094533
23, -1.237974
24, 0.081442
10, -0.719169
11, -0.087873
12, 0.240656
13, -0.322542
14, -0.122567
15, -0.069192
16, -0.169722
17, 0.525774
18, 0.362459
19, 0.719614
20, -0.321862
21, -0.549243
22, -1.093728
23, -1.237991
24, 0.081545
10, -0.716650
11, -0.087746
12, 0.239713
13, -0.321807
14, -0.122575
15, -0.067234
16, -0.169623
17, 0.525041
18, 0.363031
19, 0.719607
20, -0.322287
21, -0.549264
22, -1.093569
23, -1.238115
24, 0.081547
10, -0.716748
11, -0.087747
12, 0.243253
13, -0.321952
14, -0.122553
15, -0.067328
16, -0.169624
17, 0.528419
18, 0.362892
19, 0.719629
20, -0.322345
21, -0.549265
22, -1.091475
23, -1.238201
24, 0.081560
10, -0.717133
11, -0.087727
12, 0.246219
13, -0.322009
14, -0.122486
15, -0.067712
16, -0.169604
17, 0.531383
18, 0.362835
19, 0.719695
20, -0.322720
21, -0.549245
22, -1.088585
23, -1.238256
24, 0.081625
10, -0.717889
11, -0.087780
12, 0.246491
13, -0.322196
14, -0.122486
15, -0.069430
16, -0.169726
17, 0.532002
18, 0.362410
19, 0.719696
20, -0.321760
21, -0.549177
22, -1.088931
23, -1.238019
24, 0.081625
10, -0.718067
11, -0.087790
12, 0.249892
13, -0.322280
14, -0.122425
15, -0.069560
16, -0.169733
17, 0.534481
18, 0.362349
19, 0.719740
20, -0.321876
21, -0.549183
22, -1.086704
23, -1.238074
24, 0.081664
10, -0.718387
11, -0.087775
12, 0.253019
13, -0.322337
14, -0.122393
15, -0.069942
16, -0.169715
17, 0.538211
18, 0.362281
19, 0.719778
20, -0.322206
21, -0.549168
22, -1.083483
23, -1.238133
24, 0.081698
10, -0.716989
11, -0.087766
12, 0.252945
13, -0.322025
14, -0.122405
15, -0.068416
16, -0.169705
17, 0.538131
18, 0.362621
19, 0.719765
20, -0.322063
21, -0.549167
22, -1.083491
23, -1.238101
24, 0.081696
10, -0.717020
11, -0.087763
12, 0.254822
13, -0.322030
14, -0.122391
15, -0.068448
16, -0.169702
17, 0.540043
18, 0.362617
19, 0.719779
20, -0.322093
21, -0.549164
22, -1.081643
23, -1.238105
24, 0.081710
10, -0.717584
11, -0.087751
12, 0.256334
13, -0.322063
14, -0.122368
15, -0.069328
16, -0.169684
17, 0.542401
18, 0.362565
19, 0.719816
20, -0.322946
21, -0.549147
22, -1.079360
23, -1.238155
24, 0.081745
10, -0.714665
11, -0.087686
12, 0.255797
13, -0.321616
14, -0.122389
15, -0.065081
16, -0.169588
17, 0.541620
18, 0.363215
19, 0.719785
20, -0.314095
21, -0.548948
22, -1.080988
23, -1.236800
24, 0.081681
10, -0.714824
11, -0.087682
12, 0.256724
13, -0.321624
14, -0.122374
15, -0.065292
16, -0.169583
17, 0.542850
18, 0.363204
19, 0.719805
20, -0.314316
21, -0.548942
22, -1.079699
23, -1.236811
24, 0.081702
10, -0.716061
11, -0.087670
12, 0.259699
13, -0.321771
14, -0.122345
15, -0.067363
16, -0.169564
17, 0.547828
18, 0.362959
19, 0.719854
20, -0.316035
21, -0.548926
22, -1.075568
23, -1.237015
24, 0.081743
10, -0.712990
11, -0.087639
12, 0.259338
13, -0.321348
14, -0.122374
15, -0.071928
16, -0.169609
17, 0.548364
18, 0.362331
19, 0.719898
20, -0.313412
21, -0.548900
22, -1.075876
23, -1.236654
24, 0.081717
10, -0.713101
11, -0.087643
12, 0.262591
13, -0.321501
14, -0.122342
15, -0.072022
16, -0.169612
17, 0.551131
18, 0.362201
19, 0.719925
20, -0.313473
21, -0.548902
22, -1.074092
23, -1.236738
24, 0.081735
10, -0.713383
11, -0.087623
12, 0.265913
13, -0.321528
14, -0.122126
15, -0.072182
16, -0.169601
17, 0.553003
18, 0.362186
19, 0.720047
20, -0.313705
21, -0.548885
22, -1.071370
23, -1.236760
24, 0.081912
10, -0.706240
11, -0.087414
12, 0.263778
13, -0.319720
14, -0.122171
15, -0.064587
16, -0.169379
17, 0.550734
18, 0.364108
19, 0.719999
20, -0.308063
21, -0.548720
22, -1.073056
23, -1.235332
24, 0.081876
10, -0.706620
11, -0.087409
12, 0.265206
13, -0.319755
14, -0.122142
15, -0.065037
16, -0.169372
17, 0.552427
18, 0.364066
19, 0.720035
20, -0.308524
21, -0.548714
22, -1.071325
23, -1.235375
24, 0.081913
10, -0.706801
11, -0.087385
12, 0.270839
13, -0.319805
14, -0.122065
15, -0.065194
16, -0.169352
17, 0.557280
18, 0.364024
19, 0.720101
20, -0.308665
21, -0.548695
22, -1.066948
23, -1.235413
24, 0.081972
10, -0.701301
11, -0.087178
12, 0.268684
13, -0.318630
14, -0.122124
15, -0.063681
16, -0.169295
17, 0.556687
18, 0.364347
19, 0.720084
20, -0.303983
21, -0.548519
22, -1.068782
23, -1.234413
24, 0.081922
10, -0.701687
11, -0.087180
12, 0.271176
13, -0.318721
14, -0.122099
15, -0.064133
16, -0.169298
17, 0.559610
18, 0.364240
19, 0.720114
20, -0.304346
21, -0.548521
22, -1.066433
23, -1.234499
24, 0.081946
10, -0.701840
11, -0.087165
12, 0.273325
13, -0.318730
14, -0.122033
15, -0.064269
16, -0.169284
17, 0.561525
18, 0.364232
19, 0.720172
20, -0.304504
21, -0.548506
22, -1.064218
23, -1.234508
24, 0.082013
10, -0.699072
11, -0.087132
12, 0.272951
13, -0.318320
14, -0.122065
15, -0.066661
16, -0.169314
17, 0.561849
18, 0.363879
19, 0.720200
20, -0.301316
21, -0.548467
22, -1.064649
23, -1.234036
24, 0.081977
10, -0.699328
11, -0.087129
12, 0.274397
13, -0.318340
14, -0.122054
15, -0.067041
16, -0.169309
17, 0.564001
18, 0.363849
19, 0.720217
20, -0.301665
21, -0.548463
22, -1.062671
23, -1.234064
24, 0.081992
10, -0.701167
11, -0.087126
12, 0.279104
13, -0.318794
14, -0.122034
15, -0.070489
16, -0.169305
17, 0.572824
18, 0.362999
19, 0.720254
20, -0.303927
21, -0.548460
22, -1.056884
23, -1.234621
24, 0.082016
10, -0.699398
11, -0.086984
12, 0.278770
13, -0.318473
14, -0.122030
15, -0.068781
16, -0.169167
17, 0.572502
18, 0.363309
19, 0.720257
20, -0.305832
21, -0.548614
22, -1.056525
23, -1.234967
24, 0.082012
10, -0.699848
11, -0.086984
12, 0.280461
13, -0.318519
14, -0.122014
15, -0.069445
16, -0.169167
17, 0.575000
18, 0.363241
19, 0.720281
20, -0.306432
21, -0.548614
22, -1.054268
23, -1.235028
24, 0.082034
10, -0.701004
11, -0.086974
12, 0.284390
13, -0.318667
14, -0.121966
15, -0.070960
16, -0.169154
17, 0.580149
18, 0.363047
19, 0.720344
20, -0.307764
21, -0.548602
22, -1.049743
23, -1.235199
24, 0.082089
10, -0.697426
11, -0.086847
12, 0.283323
13, -0.318166
14, -0.121992
15, -0.068851
16, -0.169079
17, 0.579520
18, 0.363342
19, 0.720329
20, -0.299664
21, -0.548315
22, -1.052159
23, -1.234064
24, 0.082031
10, -0.697622
11, -0.086902
12, 0.287598
13, -0.318268
14, -0.121899
15, -0.068957
16, -0.169109
17, 0.581821
18, 0.363287
19, 0.720379
20, -0.299769
21, -0.548345
22, -1.049874
23, -1.234119
24, 0.082081
10, -0.697898
11, -0.086891
12, 0.291587
13, -0.318296
14, -0.121772
15, -0.069153
16, -0.169101
17, 0.584664
18, 0.363267
19, 0.720470
20, -0.300002
21, -0.548335
22, -1.046507
23, -1.234143
24, 0.082188
10, -0.694561
11, -0.086688
12, 0.290801
13, -0.317431
14, -0.121781
15, -0.065164
16, -0.168859
17, 0.583724
18, 0.364301
19, 0.720459
20, -0.301594
21, -0.548431
22, -1.046132
23, -1.234556
24, 0.082192
10, -0.694660
11, -0.086699
12, 0.294201
13, -0.317449
14, -0.121727
15, -0.065233
16, -0.168866
17, 0.586119
18, 0.364289
19, 0.720497
20, -0.301670
21, -0.548439
22, -1.043531
23, -1.234570
24, 0.082234
10, -0.695443
11, -0.086708
12, 0.299677
13, -0.317693
14, -0.121633
15, -0.065959
16, -0.168875
17, 0.591188
18, 0.364063
19, 0.720584
20, -0.302261
21, -0.548446
22, -1.039398
23, -1.234754
24, 0.082305
10, -0.695441
11, -0.086708
12, 0.299676
13, -0.317692
14, -0.121633
15, -0.065022
16, -0.168785
17, 0.590613
