jk,wjk
1, 0.085380
2, -1.042666
3, 0.102824
4, 0.077991
5, 1.025078
6, -0.792210
7, -0.681339
8, 0.448373
9, -0.682016
10, 0.228291
11, 0.408929
12, -0.405887
13, 0.481182
14, -1.321669
15, 0.687398
1, 0.091172
2, -1.049261
3, 0.111678
4, 0.078701
5, 1.024270
6, -0.791126
7, -0.677002
8, 0.443434
9, -0.675387
10, 0.233066
11, 0.403492
12, -0.398588
13, 0.485893
14, -1.327033
15, 0.694600
1, 0.090910
2, -1.048570
3, 0.111058
4, 0.073901
5, 1.036944
6, -0.802480
7, -0.677401
8, 0.444488
9, -0.676331
10, 0.232782
11, 0.404243
12, -0.399261
13, 0.485015
14, -1.324715
15, 0.692523
1, 0.090790
2, -1.051707
3, 0.113543
4, 0.073749
5, 1.032989
6, -0.799346
7, -0.677588
8, 0.439605
9, -0.672462
10, 0.232598
11, 0.399458
12, -0.395470
13, 0.484881
14, -1.328219
15, 0.695299
1, 0.096820
2, -1.061624
3, 0.122742
4, 0.075199
5, 1.030604
6, -0.797135
7, -0.671459
8, 0.429524
9, -0.663111
10, 0.238778
11, 0.389294
12, -0.386042
13, 0.489913
14, -1.336496
15, 0.702976
1, 0.096393
2, -1.060481
3, 0.121803
4, 0.070742
5, 1.042536
6, -0.806939
7, -0.672903
8, 0.433388
9, -0.666287
10, 0.237813
11, 0.391877
12, -0.388165
13, 0.488774
14, -1.333446
15, 0.700470
1, 0.095520
2, -1.060033
3, 0.122947
4, 0.070140
5, 1.042846
6, -0.806149
7, -0.673367
8, 0.433627
9, -0.665677
10, 0.237305
11, 0.392138
12, -0.387499
13, 0.488000
14, -1.333049
15, 0.701484
1, 0.101803
2, -1.069624
3, 0.132366
4, 0.071495
5, 1.040777
6, -0.804118
7, -0.666738
8, 0.423506
9, -0.655739
10, 0.243932
11, 0.382022
12, -0.377566
13, 0.493318
14, -1.341166
15, 0.709455
1, 0.101544
2, -1.068934
3, 0.131759
4, 0.066838
5, 1.053181
6, -0.815024
7, -0.667304
8, 0.425015
9, -0.657066
10, 0.243560
11, 0.383012
12, -0.378436
13, 0.492423
14, -1.338782
15, 0.707359
1, 0.100900
2, -1.069066
3, 0.133090
4, 0.066279
5, 1.053067
6, -0.813866
7, -0.667643
8, 0.424946
9, -0.656365
10, 0.243227
11, 0.382944
12, -0.377748
13, 0.491840
14, -1.338901
15, 0.708564
1, 0.106921
2, -1.078908
3, 0.142381
4, 0.067556
5, 1.050978
6, -0.811895
7, -0.661432
8, 0.414793
9, -0.646779
10, 0.249371
11, 0.372900
12, -0.368266
13, 0.496606
14, -1.346692
15, 0.715919
1, 0.106567
2, -1.077839
3, 0.141473
4, 0.063154
5, 1.064242
6, -0.823171
7, -0.661683
8, 0.415549
9, -0.647422
10, 0.249178
11, 0.373482
12, -0.368760
13, 0.495627
14, -1.343742
15, 0.713411
1, 0.106538
2, -1.080680
3, 0.143658
4, 0.063106
5, 1.059518
6, -0.819537
7, -0.661737
8, 0.410176
9, -0.643289
10, 0.249129
11, 0.368606
12, -0.365010
13, 0.495593
14, -1.347150
15, 0.716032
1, 0.112697
2, -1.087428
3, 0.152937
4, 0.064380
5, 1.058122
6, -0.817618
7, -0.655971
8, 0.403859
9, -0.634602
10, 0.255203
11, 0.361952
12, -0.355859
13, 0.501105
14, -1.353189
15, 0.724338
1, 0.112410
2, -1.086603
3, 0.152227
4, 0.059902
5, 1.070975
6, -0.828684
7, -0.656320
8, 0.404860
9, -0.635465
10, 0.254956
11, 0.362660
12, -0.356469
13, 0.500179
14, -1.350531
15, 0.722049
1, 0.111587
2, -1.087361
3, 0.154515
4, 0.059304
5, 1.070425
6, -0.827022
7, -0.657211
8, 0.404041
9, -0.632989
10, 0.254006
11, 0.361785
12, -0.353826
13, 0.499374
14, -1.351273
15, 0.724290
1, 0.117302
2, -1.093413
3, 0.163327
4, 0.060201
5, 1.069475
6, -0.825638
7, -0.652808
8, 0.399379
9, -0.626202
10, 0.258840
11, 0.356666
12, -0.346373
13, 0.503983
14, -1.356154
15, 0.731395
1, 0.117076
2, -1.092818
3, 0.162818
4, 0.055785
5, 1.081072
6, -0.835562
7, -0.653761
8, 0.401882
9, -0.628344
10, 0.258253
11, 0.358207
12, -0.347692
13, 0.503078
14, -1.353779
15, 0.729363
1, 0.116760
2, -1.095377
3, 0.165339
4, 0.055437
5, 1.078248
6, -0.832781
7, -0.654204
8, 0.398291
9, -0.624806
10, 0.257813
11, 0.354635
12, -0.344173
13, 0.502742
14, -1.356512
15, 0.732055
1, 0.122781
2, -1.103528
3, 0.174796
4, 0.057115
5, 1.075977
6, -0.830146
7, -0.648399
8, 0.390431
9, -0.615687
10, 0.263833
11, 0.346485
12, -0.334718
13, 0.507916
14, -1.363518
15, 0.740183
1, 0.122567
2, -1.102968
3, 0.174315
4, 0.052840
5, 1.087175
6, -0.839743
7, -0.649415
8, 0.393092
9, -0.617968
10, 0.263278
11, 0.347939
12, -0.335964
13, 0.507121
14, -1.361434
15, 0.738398
1, 0.122087
2, -1.104879
3, 0.176725
4, 0.052379
5, 1.085339
6, -0.837428
7, -0.650024
8, 0.390667
9, -0.614909
10, 0.262663
11, 0.345491
12, -0.332878
13, 0.506633
14, -1.363379
15, 0.740850
1, 0.128196
2, -1.113902
3, 0.186330
4, 0.054258
5, 1.082564
6, -0.834473
7, -0.643695
8, 0.381319
9, -0.604958
10, 0.269039
11, 0.336074
12, -0.322853
13, 0.511805
14, -1.371018
15, 0.748981
1, 0.127529
2, -1.111686
3, 0.184629
4, 0.049830
5, 1.097281
6, -0.845776
7, -0.644674
8, 0.384573
9, -0.607457
10, 0.268155
11, 0.339012
12, -0.325109
13, 0.510125
14, -1.365434
15, 0.744693
1, 0.127130
2, -1.112914
3, 0.186363
4, 0.049336
5, 1.095765
6, -0.843635
7, -0.645068
8, 0.383363
9, -0.605749
10, 0.267809
11, 0.337947
12, -0.323606
13, 0.509719
14, -1.366681
15, 0.746453
1, 0.133207
2, -1.123178
3, 0.196031
4, 0.051053
5, 1.092865
6, -0.840903
7, -0.638505
8, 0.372278
9, -0.595308
10, 0.274243
11, 0.327080
12, -0.313369
13, 0.514339
14, -1.374484
15, 0.753804
1, 0.132476
2, -1.120605
3, 0.194074
4, 0.046432
5, 1.109134
6, -0.853273
7, -0.639247
8, 0.374894
9, -0.597296
10, 0.273410
11, 0.330015
12, -0.315601
13, 0.512266
14, -1.367183
15, 0.748253
1, 0.131788
2, -1.121126
3, 0.195666
4, 0.045703
5, 1.108581
6, -0.851585
7, -0.639776
8, 0.374493
9, -0.596073
10, 0.272818
11, 0.329567
12, -0.314232
13, 0.511532
14, -1.367739
15, 0.749952
1, 0.137868
2, -1.128599
3, 0.205253
4, 0.047401
5, 1.106494
6, -0.848908
7, -0.633755
8, 0.367092
9, -0.586578
10, 0.278961
11, 0.322015
12, -0.304544
13, 0.516756
14, -1.374161
15, 0.758190
1, 0.137366
2, -1.126863
3, 0.203890
4, 0.043315
5, 1.120651
6, -0.860015
7, -0.634152
8, 0.368467
9, -0.587657
10, 0.278610
11, 0.323230
12, -0.305498
13, 0.515337
14, -1.369245
15, 0.754333
1, 0.136835
2, -1.128927
3, 0.206433
4, 0.042799
5, 1.118646
6, -0.857546
7, -0.634863
8, 0.365703
9, -0.584253
10, 0.277890
11, 0.320430
12, -0.302050
13, 0.514787
14, -1.371383
15, 0.756966
1, 0.142823
2, -1.137039
3, 0.216061
4, 0.044247
5, 1.116685
6, -0.855217
7, -0.629099
8, 0.357895
9, -0.574986
10, 0.283684
11, 0.312581
12, -0.292733
13, 0.519345
14, -1.377557
15, 0.764295
1, 0.142674
2, -1.136602
3, 0.215689
4, 0.040155
5, 1.128636
6, -0.865400
7, -0.629348
8, 0.358624
9, -0.575606
10, 0.283530
11, 0.313034
12, -0.293119
13, 0.518576
14, -1.375312
15, 0.762382
1, 0.142517
2, -1.139266
3, 0.217974
4, 0.039936
5, 1.124912
6, -0.862205
7, -0.629625
8, 0.353917
9, -0.571570
10, 0.283286
11, 0.308902
12, -0.289575
13, 0.518410
14, -1.378145
15, 0.764812
1, 0.148344
2, -1.147895
3, 0.227555
4, 0.042043
5, 1.121791
6, -0.858741
7, -0.623990
8, 0.345573
9, -0.562306
10, 0.289094
11, 0.300302
12, -0.280027
13, 0.523175
14, -1.385201
15, 0.772646
1, 0.147938
2, -1.146478
3, 0.226449
4, 0.037766
5, 1.136702
6, -0.870381
7, -0.624272
8, 0.346556
9, -0.563073
10, 0.288794
11, 0.301348
12, -0.280843
13, 0.521544
14, -1.379515
15, 0.768207
1, 0.147595
2, -1.148207
3, 0.228356
4, 0.037260
5, 1.134148
6, -0.867563
7, -0.624721
8, 0.344290
9, -0.560573
10, 0.288373
11, 0.299221
12, -0.278496
13, 0.521140
14, -1.381556
15, 0.770459
1, 0.153493
2, -1.154336
3, 0.237671
4, 0.038949
5, 1.132392
6, -0.864895
7, -0.619087
8, 0.338434
9, -0.551674
10, 0.294212
11, 0.293153
12, -0.269274
13, 0.526274
14, -1.386892
15, 0.778568
1, 0.153166
2, -1.153288
3, 0.236850
4, 0.034867
5, 1.145465
6, -0.875134
7, -0.620051
8, 0.341521
9, -0.554091
10, 0.293509
11, 0.295404
12, -0.271037
13, 0.524946
14, -1.382639
15, 0.775237
1, 0.152917
2, -1.154848
3, 0.238475
4, 0.034397
5, 1.142520
6, -0.872067
7, -0.620377
8, 0.339475
9, -0.551961
10, 0.293227
11, 0.293638
12, -0.269197
13, 0.524626
14, -1.384642
15, 0.777323
1, 0.159014
2, -1.162480
3, 0.248303
4, 0.036492
5, 1.139897
6, -0.868689
7, -0.614156
8, 0.331689
9, -0.541933
10, 0.299477
11, 0.285814
12, -0.259122
13, 0.529759
14, -1.391067
15, 0.785597
1, 0.158270
2, -1.159675
3, 0.246238
4, 0.032308
5, 1.155673
6, -0.880308
7, -0.615197
8, 0.335612
9, -0.544823
10, 0.298421
11, 0.289797
12, -0.262055
13, 0.527579
14, -1.382848
15, 0.779544
1, 0.157938
2, -1.160853
3, 0.247714
4, 0.031773
5, 1.153777
6, -0.877931
7, -0.615513
8, 0.334489
9, -0.543415
10, 0.298165
11, 0.288889
12, -0.260917
13, 0.527210
14, -1.384158
15, 0.781186
1, 0.163976
2, -1.168179
3, 0.257481
4, 0.033796
5, 1.151322
6, -0.874659
7, -0.609445
8, 0.327126
9, -0.533599
10, 0.304287
11, 0.281461
12, -0.251014
13, 0.532277
14, -1.390308
15, 0.789384
1, 0.163870
2, -1.167847
3, 0.257203
4, 0.030237
5, 1.162471
6, -0.883991
7, -0.609571
8, 0.327520
9, -0.533929
10, 0.304219
11, 0.281675
12, -0.251193
13, 0.531672
14, -1.388411
15, 0.787796
1, 0.163327
2, -1.169397
3, 0.259273
4, 0.029583
5, 1.160607
6, -0.881501
7, -0.610294
8, 0.325458
9, -0.531174
10, 0.303498
11, 0.279620
12, -0.248449
13, 0.531062
14, -1.390149
15, 0.790117
1, 0.169533
2, -1.180459
3, 0.269701
4, 0.032290
5, 1.155783
6, -0.876953
7, -0.603623
8, 0.313568
9, -0.519966
10, 0.310115
11, 0.267827
12, -0.237332
13, 0.535677
14, -1.398373
15, 0.797871
1, 0.169124
2, -1.178947
3, 0.268554
4, 0.028332
5, 1.170403
6, -0.888041
7, -0.604125
8, 0.315422
9, -0.521372
10, 0.309643
11, 0.269571
12, -0.238654
13, 0.533909
14, -1.391841
15, 0.792917
1, 0.168783
2, -1.181349
3, 0.270839
4, 0.027844
5, 1.166958
6, -0.884764
7, -0.604721
8, 0.311214
9, -0.517370
10, 0.309069
11, 0.265519
12, -0.234800
13, 0.533497
14, -1.394750
15, 0.795683
1, 0.174629
2, -1.188004
3, 0.280346
4, 0.030015
5, 1.164486
6, -0.881233
7, -0.599013
8, 0.304715
9, -0.508086
10, 0.314913
11, 0.258865
12, -0.225294
13, 0.538471
14, -1.400413
15, 0.803773
1, 0.174451
2, -1.187436
3, 0.279893
4, 0.026213
5, 1.176643
6, -0.890918
7, -0.599796
8, 0.307219
9, -0.510080
10, 0.314436
11, 0.260389
12, -0.226509
13, 0.537386
14, -1.396945
15, 0.801011
1, 0.174023
2, -1.188392
3, 0.281312
4, 0.025617
5, 1.175313
6, -0.888945
7, -0.600166
8, 0.306393
9, -0.508855
10, 0.314140
11, 0.259727
12, -0.225526
13, 0.536952
14, -1.397917
15, 0.802453
1, 0.180009
2, -1.195459
3, 0.291031
4, 0.027703
5, 1.172850
6, -0.885559
7, -0.594207
8, 0.299359
9, -0.499181
10, 0.320135
11, 0.252649
12, -0.215793
13, 0.541729
14, -1.403557
15, 0.810209
1, 0.179584
2, -1.193825
3, 0.289806
4, 0.024115
5, 1.186643
6, -0.895899
7, -0.594675
8, 0.301157
9, -0.500529
10, 0.319728
11, 0.254215
12, -0.216967
13, 0.540072
14, -1.397188
15, 0.805434
1, 0.177974
2, -1.192226
3, 0.290271
4, 0.023010
5, 1.187740
6, -0.895580
7, -0.596156
8, 0.302628
9, -0.500102
10, 0.318053
11, 0.255879
12, -0.216483
13, 0.538540
14, -1.395666
15, 0.805876
1, 0.183804
2, -1.200848
3, 0.300258
4, 0.025438
5, 1.184149
6, -0.891420
7, -0.590489
8, 0.294246
9, -0.490393
10, 0.323824
11, 0.247343
12, -0.206596
13, 0.543049
14, -1.402336
15, 0.813602
1, 0.183333
2, -1.198895
3, 0.298821
4, 0.022252
5, 1.197361
6, -0.901142
7, -0.590707
8, 0.295153
9, -0.491061
10, 0.323597
11, 0.248286
12, -0.207290
13, 0.541266
14, -1.394940
15, 0.808160
1, 0.182333
2, -1.198788
3, 0.300131
4, 0.021374
5, 1.197455
6, -0.899991
7, -0.591603
8, 0.295249
9, -0.489888
10, 0.322651
11, 0.248387
12, -0.206052
13, 0.540295
14, -1.394837
15, 0.809431
1, 0.187955
2, -1.205945
3, 0.309590
4, 0.023309
5, 1.194991
6, -0.896735
7, -0.586743
8, 0.289062
9, -0.481711
10, 0.327762
11, 0.241880
12, -0.197453
13, 0.544455
14, -1.400132
15, 0.816430
1, 0.187812
2, -1.205420
3, 0.309186
4, 0.020294
5, 1.206100
6, -0.905276
7, -0.587044
8, 0.290171
9, -0.482564
10, 0.327598
11, 0.242484
12, -0.197917
13, 0.543630
14, -1.397093
15, 0.814093
1, 0.187283
2, -1.206455
3, 0.310735
4, 0.019550
5, 1.204641
6, -0.903093
7, -0.587632
8, 0.289020
9, -0.480841
10, 0.327010
11, 0.241332
12, -0.196192
13, 0.542954
14, -1.398418
15, 0.816077
1, 0.192633
2, -1.212589
3, 0.319698
4, 0.021532
5, 1.202368
6, -0.899771
7, -0.583145
8, 0.283875
9, -0.473324
10, 0.331937
11, 0.235683
12, -0.187938
13, 0.547281
14, -1.403379
15, 0.823327
1, 0.192176
2, -1.210605
3, 0.318271
4, 0.018413
5, 1.215913
6, -0.909517
7, -0.583493
8, 0.285386
9, -0.474411
10, 0.331571
11, 0.237270
12, -0.189080
13, 0.545280
14, -1.394692
15, 0.817076
1, 0.191837
2, -1.212087
3, 0.319861
4, 0.017822
5, 1.213327
6, -0.906741
7, -0.583947
8, 0.283396
9, -0.472275
10, 0.331172
11, 0.235520
12, -0.187202
13, 0.544828
14, -1.396672
15, 0.819202
1, 0.197347
2, -1.219009
3, 0.329442
4, 0.020366
5, 1.210131
6, -0.902318
7, -0.578678
8, 0.276776
9, -0.463112
10, 0.336629
11, 0.228663
12, -0.177711
13, 0.549622
14, -1.402695
15, 0.827538
1, 0.196903
2, -1.217033
3, 0.328025
4, 0.017803
5, 1.221537
6, -0.910494
7, -0.578855
8, 0.277562
9, -0.463676
10, 0.336452
11, 0.229450
12, -0.178276
13, 0.547931
14, -1.395171
15, 0.822144
1, 0.195734
2, -1.216450
3, 0.329027
4, 0.016880
5, 1.221997
6, -0.909703
7, -0.579726
8, 0.277997
9, -0.462929
10, 0.335530
11, 0.229911
12, -0.177485
13, 0.546890
14, -1.394651
15, 0.823036
1, 0.201190
2, -1.223981
3, 0.338590
4, 0.019065
5, 1.218982
6, -0.905873
7, -0.575188
8, 0.271732
9, -0.454973
10, 0.340406
11, 0.223181
12, -0.168938
13, 0.550927
14, -1.400224
15, 0.830113
1, 0.200900
2, -1.222704
3, 0.337683
4, 0.016306
5, 1.231124
6, -0.914503
7, -0.575605
8, 0.273570
9, -0.456280
10, 0.340066
11, 0.224675
12, -0.170001
13, 0.549374
14, -1.393388
15, 0.825254
1, 0.200159
2, -1.224011
3, 0.339673
4, 0.015470
5, 1.229649
6, -0.912257
7, -0.576611
8, 0.271797
9, -0.453578
10, 0.339057
11, 0.222896
12, -0.167291
13, 0.548548
14, -1.394845
15, 0.827474
1, 0.205593
2, -1.232320
3, 0.349575
4, 0.018100
5, 1.225628
6, -0.907466
7, -0.571747
8, 0.264359
9, -0.444715
10, 0.344219
11, 0.215004
12, -0.157887
13, 0.552839
14, -1.401407
15, 0.835293
1, 0.205278
2, -1.230875
3, 0.348562
4, 0.015411
5, 1.237945
6, -0.916101
7, -0.572168
8, 0.266291
9, -0.446070
10, 0.343831
11, 0.216782
12, -0.159133
13, 0.550978
14, -1.392880
15, 0.829315
1, 0.204648
2, -1.232113
3, 0.350313
4, 0.014624
5, 1.236397
6, -0.913912
7, -0.572964
8, 0.264727
9, -0.443857
10, 0.343056
11, 0.215257
12, -0.156977
13, 0.550240
14, -1.394331
15, 0.831368
1, 0.210483
2, -1.242971
3, 0.361349
4, 0.017983
5, 1.230148
6, -0.907559
7, -0.567216
8, 0.254031
9, -0.432986
10, 0.348857
11, 0.204462
12, -0.146004
13, 0.554684
14, -1.402602
15, 0.839775
1, 0.209955
2, -1.240454
3, 0.359577
4, 0.015630
5, 1.241363
6, -0.915457
7, -0.567521
8, 0.255483
9, -0.434008
10, 0.348503
11, 0.206150
12, -0.147193
13, 0.552293
14, -1.391200
15, 0.831746
1, 0.209255
2, -1.240758
3, 0.360674
4, 0.014810
5, 1.241007
6, -0.914172
7, -0.568017
8, 0.255268
9, -0.433230
10, 0.347989
11, 0.205927
12, -0.146388
13, 0.551444
14, -1.391569
15, 0.833076
1, 0.215264
2, -1.255876
3, 0.372477
4, 0.018890
5, 1.230741
6, -0.906157
7, -0.561858
8, 0.239770
9, -0.421130
10, 0.354137
11, 0.190458
12, -0.134310
13, 0.555574
14, -1.401961
15, 0.841190
1, 0.214580
2, -1.252581
3, 0.370141
4, 0.016512
5, 1.242202
6, -0.914284
7, -0.562402
8, 0.242391
9, -0.422989
10, 0.353503
11, 0.193512
12, -0.136476
13, 0.552813
14, -1.388654
15, 0.831753
1, 0.214147
2, -1.253971
3, 0.371722
4, 0.015886
5, 1.240192
6, -0.911997
7, -0.562812
8, 0.241072
9, -0.421489
10, 0.353181
11, 0.192476
12, -0.135298
13, 0.552366
14, -1.390089
15, 0.833386
1, 0.219535
2, -1.263192
3, 0.381881
4, 0.018755
5, 1.235284
6, -0.906589
7, -0.558353
8, 0.233441
9, -0.413081
10, 0.358033
11, 0.184173
12, -0.126150
13, 0.556246
14, -1.396730
15, 0.840702
1, 0.219396
2, -1.262539
3, 0.381428
4, 0.016785
5, 1.244485
6, -0.912967
7, -0.558643
8, 0.234798
9, -0.414022
10, 0.357872
11, 0.184929
12, -0.126674
13, 0.555207
14, -1.391876
15, 0.837338
1, 0.218870
2, -1.263374
3, 0.382698
4, 0.015995
5, 1.243230
6, -0.911057
7, -0.559269
8, 0.233805
9, -0.412511
10, 0.357270
11, 0.183974
12, -0.125222
13, 0.554436
14, -1.393102
15, 0.839202
1, 0.224665
2, -1.278173
3, 0.394229
4, 0.020074
5, 1.232811
6, -0.902939
7, -0.553430
8, 0.218892
9, -0.400892
10, 0.363133
11, 0.169001
12, -0.113555
13, 0.558359
14, -1.403122
15, 0.847010
1, 0.224527
2, -1.277514
3, 0.393779
4, 0.018039
5, 1.242570
6, -0.909615
7, -0.553842
8, 0.220869
9, -0.402244
10, 0.362861
11, 0.170305
12, -0.114447
13, 0.556833
14, -1.395808
15, 0.842007
1, 0.223048
2, -1.276581
3, 0.394744
4, 0.016868
5, 1.243309
6, -0.908851
7, -0.555273
8, 0.221772
9, -0.401311
10, 0.361354
11, 0.171256
12, -0.113464
13, 0.555555
14, -1.395002
15, 0.842841
1, 0.228784
2, -1.290825
3, 0.406193
4, 0.020795
5, 1.233557
6, -0.901012
7, -0.549819
8, 0.208228
9, -0.390423
10, 0.366879
11, 0.157536
12, -0.102436
13, 0.559234
14, -1.404136
15, 0.850183
1, 0.228643
2, -1.290126
3, 0.405720
4, 0.019212
5, 1.241388
6, -0.906314
7, -0.550003
8, 0.209141
9, -0.391041
10, 0.366745
11, 0.158200
12, -0.102885
13, 0.557668
14, -1.396388
15, 0.844937
1, 0.228088
2, -1.291104
3, 0.407130
4, 0.018478
5, 1.240093
6, -0.904448
7, -0.550505
8, 0.208256
9, -0.389766
10, 0.366314
11, 0.157439
12, -0.101788
13, 0.557057
14, -1.397465
15, 0.846491
1, 0.234123
2, -1.308482
3, 0.419281
4, 0.023158
5, 1.226617
6, -0.895025
7, -0.544348
8, 0.190527
9, -0.377369
10, 0.372431
11, 0.139822
12, -0.089470
13, 0.560634
14, -1.407766
15, 0.853693
1, 0.233372
2, -1.304935
3, 0.416671
4, 0.021106
5, 1.236308
6, -0.902157
7, -0.545186
8, 0.194487
9, -0.380283
10, 0.371419
11, 0.144603
12, -0.092988
13, 0.557111
14, -1.391131
15, 0.841450
1, 0.232053
2, -1.303699
3, 0.417072
4, 0.020162
5, 1.237192
6, -0.901870
7, -0.545675
8, 0.194944
9, -0.380134
10, 0.370859
11, 0.145128
12, -0.092818
13, 0.556027
14, -1.390115
15, 0.841779
1, 0.237881
2, -1.321106
3, 0.428996
4, 0.024737
5, 1.223527
6, -0.892509
7, -0.539765
8, 0.177292
9, -0.368042
10, 0.376742
11, 0.127556
12, -0.080781
13, 0.559401
14, -1.400192
15, 0.848682
1, 0.237420
2, -1.318802
3, 0.427398
4, 0.023010
5, 1.232167
6, -0.898503
7, -0.540291
8, 0.179926
9, -0.369869
10, 0.376235
11, 0.130092
12, -0.082540
13, 0.556685
14, -1.386605
15, 0.839257
1, 0.236085
2, -1.318623
3, 0.428939
4, 0.021822
5, 1.232326
6, -0.897131
7, -0.541810
8, 0.180130
9, -0.368117
10, 0.374703
11, 0.130298
12, -0.080771
13, 0.555556
14, -1.386454
15, 0.840560
1, 0.241067
2, -1.327472
3, 0.438741
4, 0.025115
5, 1.226477
6, -0.890652
7, -0.537450
8, 0.172385
9, -0.359538
10, 0.379442
11, 0.121880
12, -0.071447
13, 0.559354
14, -1.393199
15, 0.848032
1, 0.240934
2, -1.326774
3, 0.438283
4, 0.023703
5, 1.233886
6, -0.895511
7, -0.537747
8, 0.173945
9, -0.360561
10, 0.379262
11, 0.122820
12, -0.072063
13, 0.557823
14, -1.385169
15, 0.842766
1, 0.239606
2, -1.325887
3, 0.439069
4, 0.022693
5, 1.234560
6, -0.894913
7, -0.538448
8, 0.174413
9, -0.360146
10, 0.378508
11, 0.123324
12, -0.071617
13, 0.556799
14, -1.384486
15, 0.843372
1, 0.244867
2, -1.337533
3, 0.449944
4, 0.026645
5, 1.225812
6, -0.886744
7, -0.533424
8, 0.163293
9, -0.349762
10, 0.383684
11, 0.111868
12, -0.060919
13, 0.560617
14, -1.392937
15, 0.851264
1, 0.244609
2, -1.336154
3, 0.449040
4, 0.025018
5, 1.234514
6, -0.892454
7, -0.534112
8, 0.166970
9, -0.352175
10, 0.383179
11, 0.114566
12, -0.062689
13, 0.558455
14, -1.381374
15, 0.843676
1, 0.243718
2, -1.336833
3, 0.450635
4, 0.024093
5, 1.233810
6, -0.890799
7, -0.534947
8, 0.166335
9, -0.350681
10, 0.382391
11, 0.113966
12, -0.061278
13, 0.557644
14, -1.381992
15, 0.845128
1, 0.249293
2, -1.353040
3, 0.462460
4, 0.028667
5, 1.220513
6, -0.881098
7, -0.529334
8, 0.150016
9, -0.338775
10, 0.388038
11, 0.097549
12, -0.049301
13, 0.561060
14, -1.391924
15, 0.852375
1, 0.249177
2, -1.352422
3, 0.462054
4, 0.027338
5, 1.227619
6, -0.885765
7, -0.529828
8, 0.152658
9, -0.340510
10, 0.387704
11, 0.099332
12, -0.050473
13, 0.558770
14, -1.379678
15, 0.844331
1, 0.247576
2, -1.350974
3, 0.462530
4, 0.026147
5, 1.228696
6, -0.885411
7, -0.530988
8, 0.153707
9, -0.340164
10, 0.386408
11, 0.100504
12, -0.050087
13, 0.557483
14, -1.378514
15, 0.844714
1, 0.253219
2, -1.368752
3, 0.474702
4, 0.031052
5, 1.213245
6, -0.874833
7, -0.525209
8, 0.135500
9, -0.327700
10, 0.392191
11, 0.082288
12, -0.037615
13, 0.560760
14, -1.388839
15, 0.851783
1, 0.252941
2, -1.367267
3, 0.473708
4, 0.029484
5, 1.221623
6, -0.880435
7, -0.526223
8, 0.140919
9, -0.331323
10, 0.391367
11, 0.086694
12, -0.040562
13, 0.557903
14, -1.373564
15, 0.841568
1, 0.251474
2, -1.366130
3, 0.474400
4, 0.028394
5, 1.222468
6, -0.879921
7, -0.527072
8, 0.141577
9, -0.330923
10, 0.390420
11, 0.087427
12, -0.040115
13, 0.556794
14, -1.372704
15, 0.842092
1, 0.256949
2, -1.383221
3, 0.486181
4, 0.032881
5, 1.208460
6, -0.870266
7, -0.521755
8, 0.124979
9, -0.319481
10, 0.395788
11, 0.070670
12, -0.028564
13, 0.559666
14, -1.381671
15, 0.848272
1, 0.256632
2, -1.381609
3, 0.485054
4, 0.031885
5, 1.213522
6, -0.873806
7, -0.522016
8, 0.126305
9, -0.320409
10, 0.395516
11, 0.072055
12, -0.029533
13, 0.556504
14, -1.365605
15, 0.837036
1, 0.256193
2, -1.383314
3, 0.486723
4, 0.031186
5, 1.210804
6, -0.871146
7, -0.522607
8, 0.124009
9, -0.318162
10, 0.395050
11, 0.070247
12, -0.027763
13, 0.556003
14, -1.367554
15, 0.838943
1, 0.261174
2, -1.394979
3, 0.497120
4, 0.035001
5, 1.201869
6, -0.863182
7, -0.518028
8, 0.113287
9, -0.308605
10, 0.399858
11, 0.058988
12, -0.017728
13, 0.559191
14, -1.375020
15, 0.845598
1, 0.261045
2, -1.394251
3, 0.496655
4, 0.033647
5, 1.209513
6, -0.868058
7, -0.518919
8, 0.118314
9, -0.311812
10, 0.399323
11, 0.062006
12, -0.019653
13, 0.556897
14, -1.362074
15, 0.837339
1, 0.259765
2, -1.394261
3, 0.498202
4, 0.032462
5, 1.209504
6, -0.866626
7, -0.520254
8, 0.118304
9, -0.310198
10, 0.397994
11, 0.061995
12, -0.018046
13, 0.555892
14, -1.362081
15, 0.838554
1, 0.265298
2, -1.412235
3, 0.510262
4, 0.037256
5, 1.193933
6, -0.856179
7, -0.514735
8, 0.100377
9, -0.298170
10, 0.403538
11, 0.043985
12, -0.005962
13, 0.558617
14, -1.370930
15, 0.844491
1, 0.265025
2, -1.410816
3, 0.509277
4, 0.036086
5, 1.199991
6, -0.860387
7, -0.515442
8, 0.104037
9, -0.300712
10, 0.402905
11, 0.047262
12, -0.008238
13, 0.555230
14, -1.353394
15, 0.832308
1, 0.264348
2, -1.411844
3, 0.510778
4, 0.035268
5, 1.198749
6, -0.858572
7, -0.516002
8, 0.103186
9, -0.299469
10, 0.402419
11, 0.046524
12, -0.007160
13, 0.554558
14, -1.354414
15, 0.833799
1, 0.270016
2, -1.430794
3, 0.523158
4, 0.040246
5, 1.182106
6, -0.847699
7, -0.510442
8, 0.084595
9, -0.287323
10, 0.408022
11, 0.027792
12, 0.005078
13, 0.557030
14, -1.362678
15, 0.839198
1, 0.269797
2, -1.429625
3, 0.522363
4, 0.038973
5, 1.188888
6, -0.852316
7, -0.511545
8, 0.090475
9, -0.291326
